Version, File, Buggy
1, src/java/jmx/org/apache/zookeeper/server/quorum/ObservableQuorumPeer.java, Yes
1, src/java/jmx/org/apache/zookeeper/server/ObservableDataTree.java, Yes
1, src/java/main/org/apache/zookeeper/server/ZooKeeperServer.java, Yes
1, src/c/tests/TestOperations.cc, Yes
1, src/java/main/org/apache/zookeeper/ZooKeeperMain.java, Yes
1, zookeeper/bin/zkEnv.sh, No
1, src/c/src/load_gen.c, Yes
1, zookeeper/java/jmx/com/yahoo/zookeeper/jmx/server/quorum/FollowerBean.java, No
1, zookeeper/c/include/zookeeper.h, No
1, zookeeper/java/lib/svnant/license.txt, No
1, zookeeper/java/src/com/yahoo/jute/compiler/JByte.java, No
1, src/java/jmx/org/apache/zookeeper/jmx/server/ConnectionMXBean.java, Yes
1, zookeeper/java/src/com/yahoo/jute/compiler/JString.java, No
1, src/java/main/org/apache/zookeeper/ZooKeeper.java, Yes
1, src/docs/src/documentation/content/xdocs/javaExample.xml, Yes
1, src/c/src/zookeeper.c, Yes
1, src/c/tests/Vector.h, Yes
1, zookeeper/test/com/yahoo/zookeeper/server/DeserializationPerfTest.java, No
1, src/contrib/zkfuse/src/zkfuse.cc, Yes
1, src/c/tests/LibCMocks.cc, Yes
1, src/java/main/org/apache/zookeeper/server/quorum/QuorumStats.java, Yes
1, src/contrib/zkfuse/README.txt, Yes
1, src/java/jmx/org/apache/zookeeper/server/quorum/ManagedQuorumPeerMain.java, Yes
1, src/java/main/org/apache/jute/Index.java, Yes
1, src/java/main/org/apache/jute/compiler/JMap.java, Yes
1, src/java/main/org/apache/zookeeper/server/TraceFormatter.java, Yes
1, src/java/lib/svnant/svnjavahl.LICENSE.txt, Yes
1, src/java/main/overview.html, Yes
1, conf/log4j.properties, Yes
1, src/java/main/org/apache/jute/compiler/generated/package.html, Yes
1, zookeeper/java/src/com/yahoo/jute/compiler/JDouble.java, No
1, src/java/main/org/apache/zookeeper/server/quorum/FollowerSyncRequest.java, Yes
1, src/c/tests/ZKMocks.cc, Yes
1, src/java/main/org/apache/jute/compiler/JLong.java, Yes
1, docs/zookeeperTutorial.html, Yes
1, src/java/main/org/apache/zookeeper/server/auth/DigestAuthenticationProvider.java, Yes
1, zookeeper/java/src/com/yahoo/zookeeper/server/auth/DigestAuthenticationProvider.java, No
1, zookeeper/java/jmx/com/yahoo/zookeeper/jmx/server/quorum/LocalPeerMXBean.java, No
1, src/java/jmx/org/apache/zookeeper/jmx/server/quorum/LocalPeerBean.java, Yes
1, docs/skin/menu.js, Yes
1, src/java/jmx/org/apache/zookeeper/server/ObservableNIOServerCnxn.java, Yes
1, zookeeper/java/src/com/yahoo/zookeeper/ServerAdminClient.java, No
1, bin/zkEnv.sh, Yes
1, zookeeper/java/jmx/com/yahoo/zookeeper/jmx/server/quorum/ServerMXBean.java, No
1, zookeeper/java/src/com/yahoo/zookeeper/server/auth/AuthenticationProvider.java, No
1, zookeeper/java/jmx/com/yahoo/zookeeper/server/util/ConnectionObserver.java, No
1, zookeeper/java/src/com/yahoo/zookeeper/server/quorum/FollowerZooKeeperServer.java, No
1, zookeeper/java/jmx/com/yahoo/zookeeper/server/ZooKeeperObserverNotifier.java, No
1, src/java/OldChangeLog, Yes
1, build.xml, Yes
1, src/java/test/org/apache/zookeeper/test/SledgeHammer.java, Yes
1, zookeeper/c/tests/Util.cc, No
1, zookeeper/java/src/com/yahoo/jute/compiler/JField.java, No
1, src/java/jmx/org/apache/zookeeper/server/quorum/ObservableFollowerZooKeeperServer.java, Yes
1, zookeeper/c/tests/ZKMocks.cc, No
1, src/java/test/org/apache/zookeeper/test/KeeperStateTest.java, Yes
1, zookeeper/java/src/com/yahoo/zookeeper/server/FinalRequestProcessor.java, No
1, docs/skin/CommonMessages_de.xml, Yes
1, src/java/main/org/apache/zookeeper/server/ZooKeeperServerMain.java, Yes
1, src/java/test/org/apache/zookeeper/server/SerializationPerfTest.java, Yes
1, src/docs/forrest.properties, Yes
1, src/java/main/org/apache/zookeeper/server/ZooTrace.java, Yes
1, src/java/main/org/apache/zookeeper/server/quorum/QuorumCnxManager.java, Yes
1, docs/linkmap.pdf, Yes
1, zookeeper/java/src/com/yahoo/jute/CsvInputArchive.java, No
1, src/c/src/hashtable/hashtable_private.h, Yes
1, src/contrib/zkfuse/src/blockingqueue.h, Yes
1, zookeeper/java/jmx/com/yahoo/zookeeper/jmx/server/quorum/LeaderElectionMXBean.java, No
1, src/java/main/org/apache/zookeeper/server/quorum/FollowerSessionTracker.java, Yes
1, src/docs/src/documentation/content/xdocs/zookeeperOver.xml, Yes
1, src/java/main/org/apache/jute/compiler/package.html, Yes
1, zookeeper/c/src/mt_adaptor.c, No
1, zookeeper/test/config/findbugsExcludeFile.xml, No
1, src/java/main/org/apache/jute/compiler/generated/Token.java, Yes
1, src/java/test/org/apache/zookeeper/test/DataTreeTest.java, Yes
1, src/c/tests/ZKMocks.h, Yes
1, zookeeper/test/com/yahoo/zookeeper/server/ZooKeeperServerTest.java, No
1, src/java/jmx/org/apache/zookeeper/jmx/server/quorum/FollowerBean.java, Yes
1, src/c/tests/TestZookeeperClose.cc, Yes
1, src/java/main/org/apache/zookeeper/server/LogFormatter.java, Yes
1, src/c/src/zk_adaptor.h, Yes
1, src/java/main/org/apache/zookeeper/server/quorum/FastLeaderElection.java, Yes
1, src/java/main/org/apache/jute/compiler/JType.java, Yes
1, zookeeper/c/tests/TestZookeeperInit.cc, No
1, src/c/tests/LibCSymTable.cc, Yes
1, src/docs/status.xml, Yes
1, zookeeper/java/lib/README.svnant, No
1, src/c/INSTALL, Yes
1, src/java/main/org/apache/zookeeper/server/upgrade/UpgradeSnapShotV1.java, Yes
1, src/java/main/org/apache/zookeeper/server/SyncRequestProcessor.java, Yes
1, zookeeper/java/jmx/com/yahoo/zookeeper/jmx/server/quorum/QuorumBean.java, No
1, src/java/main/org/apache/jute/compiler/JavaGenerator.java, Yes
1, src/java/jmx/org/apache/zookeeper/jmx/server/quorum/LeaderMXBean.java, Yes
1, src/java/main/org/apache/zookeeper/server/FinalRequestProcessor.java, Yes
1, src/java/jmx/org/apache/zookeeper/jmx/server/quorum/LeaderElectionBean.java, Yes
1, src/java/main/org/apache/zookeeper/server/quorum/CommitProcessor.java, Yes
1, zookeeper/c/tests/PthreadMocks.cc, No
1, src/java/lib/svnant/license.txt, Yes
1, zookeeper/java/jmx/com/yahoo/zookeeper/jmx/server/quorum/LeaderMXBean.java, No
1, zookeeper/java/jmx/com/yahoo/zookeeper/jmx/CommonNames.java, No
1, zookeeper/c/src/recordio.c, No
1, src/java/main/org/apache/zookeeper/server/SessionTrackerImpl.java, Yes
1, zookeeper/java/src/com/yahoo/zookeeper/server/ZooKeeperServer.java, No
1, src/docs/src/documentation/content/xdocs/zookeeperOtherInfo.xml, Yes
1, src/c/LICENSE, Yes
1, docs/skin/CommonMessages_en_US.xml, Yes
1, src/c/README, Yes
1, zookeeper/c/tests/CppAssertHelper.h, No
1, src/java/test/org/apache/zookeeper/test/AsyncOps.java, Yes
1, src/c/src/zk_hashtable.c, Yes
1, zookeeper/c/tests/Util.h, No
1, src/java/test/org/apache/zookeeper/test/SessionTest.java, Yes
1, zookeeper/c/tests/MocksBase.cc, No
1, src/c/src/zk_hashtable.h, Yes
1, src/java/main/org/apache/zookeeper/server/quorum/FollowerHandler.java, Yes
1, src/java/test/org/apache/zookeeper/test/EventTypeTest.java, Yes
1, src/docs/src/documentation/resources/images/zookeeper_small.gif, Yes
1, zookeeper/java/jmx/com/yahoo/zookeeper/server/quorum/ObservableFollowerZooKeeperServer.java, No
1, zookeeper/c/README, No
1, src/java/main/org/apache/jute/BinaryInputArchive.java, Yes
1, src/java/jmx/org/apache/zookeeper/jmx/server/quorum/ServerMXBean.java, Yes
1, zookeeper/java/src/com/yahoo/zookeeper/server/quorum/Leader.java, No
1, zookeeper/java/src/com/yahoo/zookeeper/server/NIOServerCnxn.java, No
1, zookeeper/java/jmx/com/yahoo/zookeeper/server/ObservableNIOServerCnxn.java, No
1, src/c/tests/Util.cc, Yes
1, bin/zkCli.sh, Yes
1, zookeeper/c/src/zookeeper.c, No
1, zookeeper/java/lib/cobertura/lib/jakarta-oro-license.txt, No
1, src/c/configure.ac, Yes
1, src/java/jmx/org/apache/zookeeper/jmx/server/quorum/FollowerMXBean.java, Yes
1, src/java/jmx/org/apache/zookeeper/server/util/QuorumPeerObserver.java, Yes
1, src/java/test/org/apache/zookeeper/test/WatcherTest.java, Yes
1, docs/javaExample.pdf, Yes
1, src/java/main/org/apache/zookeeper/server/DataNode.java, Yes
1, zookeeper/java/src/com/yahoo/zookeeper/server/quorum/QuorumPeer.java, No
1, src/java/main/org/apache/zookeeper/server/quorum/SendAckRequestProcessor.java, Yes
1, zookeeper/java/src/com/yahoo/zookeeper/server/ServerConfig.java, No
1, src/java/main/org/apache/jute/BinaryOutputArchive.java, Yes
1, zookeeper/README, No
1, zookeeper/java/src/com/yahoo/zookeeper/server/PurgeTxnLog.java, No
1, docs/index.html, Yes
1, src/java/jmx/org/apache/zookeeper/jmx/server/quorum/QuorumBean.java, Yes
1, src/java/jmx/org/apache/zookeeper/server/quorum/ObservableLeaderZooKeeperServer.java, Yes
1, src/java/main/org/apache/zookeeper/server/quorum/FollowerZooKeeperServer.java, Yes
1, docs/zookeeperProgrammers.html, Yes
1, src/java/main/org/apache/zookeeper/server/WatchManager.java, Yes
1, zookeeper/java/src/com/yahoo/zookeeper/server/quorum/AuthFastLeaderElection.java, No
1, zookeeper/java/src/com/yahoo/zookeeper/server/quorum/Vote.java, No
1, src/c/tests/PthreadMocks.h, Yes
1, zookeeper/c/tests/ZKMocks.h, No
1, src/java/main/org/apache/zookeeper/server/util/SerializeUtils.java, Yes
1, src/docs/src/documentation/content/xdocs/zookeeperStarted.xml, Yes
1, src/docs/src/documentation/content/xdocs/zookeeperProgrammers.xml, Yes
1, src/java/test/org/apache/zookeeper/test/ACLTest.java, Yes
1, src/java/jmx/org/apache/zookeeper/jmx/server/quorum/LeaderElectionMXBean.java, Yes
1, src/contrib/build.xml, Yes
1, zookeeper/java/src/com/yahoo/zookeeper/Version.java, No
1, zookeeper/java/src/com/yahoo/zookeeper/server/ServerCnxn.java, No
1, zookeeper/java/src/com/yahoo/zookeeper/server/ZooLog.java, No
1, zookeeper/java/src/com/yahoo/zookeeper/Watcher.java, No
1, src/java/lib/svnant/svnClientAdapter.LICENSE.txt, Yes
1, zookeeper/java/jmx/com/yahoo/zookeeper/jmx/server/quorum/RemotePeerBean.java, No
1, zookeeper/java/src/com/yahoo/jute/compiler/generated/SimpleCharStream.java, No
1, zookeeper/java/jmx/com/yahoo/zookeeper/jmx/server/quorum/LeaderElectionBean.java, No
1, src/java/main/org/apache/zookeeper/ZooDefs.java, Yes
1, src/c/tests/ThreadingUtil.h, Yes
1, src/java/test/org/apache/zookeeper/test/DisconnectableZooKeeper.java, Yes
1, src/java/test/org/apache/zookeeper/test/OOMTest.java, Yes
1, src/java/Changes.txt, Yes
1, zookeeper/java/src/com/yahoo/jute/OutputArchive.java, No
1, zookeeper/c/tests/LibCSymTable.cc, No
1, docs/releasenotes.pdf, Yes
1, zookeeper/java/lib/svnant/JAVAHL-LICENSE, No
1, src/java/main/org/apache/zookeeper/server/quorum/Vote.java, Yes
1, src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java, Yes
1, src/java/test/org/apache/zookeeper/server/ZooKeeperServerTest.java, Yes
1, src/java/main/org/apache/jute/RecordReader.java, Yes
1, src/java/main/org/apache/zookeeper/server/quorum/LeaderElection.java, Yes
1, src/java/test/org/apache/zookeeper/test/ClientTest.java, Yes
1, zookeeper/java/src/com/yahoo/jute/compiler/JVector.java, No
1, zookeeper/java/src/com/yahoo/zookeeper/server/RequestProcessor.java, No
1, src/c/include/recordio.h, Yes
1, CHANGES.txt, Yes
1, src/java/jmx/org/apache/zookeeper/jmx/server/ConnectionBean.java, Yes
1, src/c/tests/wrappers.opt, Yes
1, zookeeper/java/jmx/com/yahoo/zookeeper/jmx/server/ConnectionMXBean.java, No
1, docs/zookeeperAdmin.pdf, Yes
1, src/contrib/zkfuse/src/Makefile.am, Yes
1, zookeeper/java/jmx/com/yahoo/zookeeper/server/ObservableZooKeeperServer.java, No
1, zookeeper/test/com/yahoo/zookeeper/test/SessionTest.java, No
1, zookeeper/java/src/com/yahoo/zookeeper/server/quorum/LeaderElection.java, No
1, zookeeper/java/src/com/yahoo/zookeeper/AsyncCallback.java, No
1, zookeeper/java/src/com/yahoo/jute/compiler/generated/RccConstants.java, No
1, zookeeper/java/jmx/com/yahoo/zookeeper/jmx/server/quorum/QuorumMXBean.java, No
1, src/docs/src/documentation/README.txt, Yes
1, zookeeper/java/src/com/yahoo/jute/Utils.java, No
1, zookeeper/test/com/yahoo/zookeeper/test/IntegrityCheck.java, No
1, zookeeper/test/com/yahoo/zookeeper/test/TestHammer.java, No
1, zookeeper/c/Makefile, No
1, src/java/main/org/apache/zookeeper/server/quorum/AuthFastLeaderElection.java, Yes
1, zookeeper/java/src/com/yahoo/jute/compiler/JInt.java, No
1, src/c/src/mt_adaptor.c, Yes
1, src/java/jmx/org/apache/zookeeper/server/util/EventInfo.java, Yes
1, src/java/main/org/apache/zookeeper/server/Request.java, Yes
1, zookeeper/java/jmx/com/yahoo/zookeeper/jmx/server/ZooKeeperServerBean.java, No
1, zookeeper/java/src/com/yahoo/jute/compiler/JFloat.java, No
1, src/contrib/zkfuse/src/log4cxx.properties, Yes
1, zookeeper/java/src/com/yahoo/jute/compiler/generated/Token.java, No
1, zookeeper/LICENSE, No
1, zookeeper/c/tests/PthreadMocks.h, No
1, src/java/main/org/apache/zookeeper/KeeperException.java, Yes
1, src/java/jmx/org/apache/zookeeper/server/util/ObserverManager.java, Yes
1, src/java/test/org/apache/zookeeper/test/ZooKeeperTestClient.java, Yes
1, src/java/main/org/apache/zookeeper/server/quorum/QuorumPeer.java, Yes
1, src/c/ChangeLog, Yes
1, src/java/main/org/apache/jute/XmlOutputArchive.java, Yes
1, zookeeper/java/src/com/yahoo/zookeeper/server/quorum/FollowerSessionTracker.java, No
1, zookeeper/java/jmx/com/yahoo/zookeeper/server/quorum/ObservableLeaderZooKeeperServer.java, No
1, src/java/main/org/apache/zookeeper/server/ByteBufferInputStream.java, Yes
1, src/java/main/org/apache/zookeeper/WatchedEvent.java, Yes
1, src/java/jmx/org/apache/zookeeper/server/ZooKeeperObserverNotifier.java, Yes
1, src/java/main/org/apache/zookeeper/server/util/Profiler.java, Yes
1, src/java/main/org/apache/zookeeper/server/persistence/SnapShot.java, Yes
1, zookeeper/c/tests/TestZookeeperClose.cc, No
1, zookeeper/java/jmx/com/yahoo/zookeeper/jmx/server/quorum/LeaderBean.java, No
1, zookeeper/java/jmx/com/yahoo/zookeeper/server/quorum/ObservableLeader.java, No
1, src/java/jmx/org/apache/zookeeper/jmx/server/DataTreeMXBean.java, Yes
1, src/java/main/org/apache/jute/compiler/generated/rcc.jj, Yes
1, docs/skin/getMenu.js, Yes
1, src/lastRevision.sh, Yes
1, src/java/main/org/apache/jute/compiler/JBuffer.java, Yes
1, src/docs/src/documentation/skinconf.xml, Yes
1, src/java/main/org/apache/zookeeper/CreateMode.java, Yes
1, src/docs/src/documentation/TODO.txt, No
1, src/java/main/org/apache/zookeeper/server/quorum/QuorumPeerMain.java, Yes
1, zookeeper/java/src/com/yahoo/jute/compiler/JBoolean.java, No
1, src/java/main/org/apache/jute/compiler/JBoolean.java, Yes
1, zookeeper/java/src/com/yahoo/jute/XmlOutputArchive.java, No
1, zookeeper/test/com/yahoo/zookeeper/test/ClientTest.java, No
1, src/java/main/org/apache/jute/package.html, Yes
1, zookeeper/java/src/com/yahoo/zookeeper/server/WatchManager.java, No
1, src/contrib/zkfuse/src/event.cc, Yes
1, src/c/tests/PthreadMocks.cc, Yes
1, zookeeper/java/jmx/com/yahoo/zookeeper/jmx/server/quorum/LocalPeerBean.java, No
1, src/c/tests/Util.h, Yes
1, zookeeper/java/jmx/com/yahoo/zookeeper/server/util/ServerObserver.java, No
1, src/java/main/org/apache/zookeeper/server/quorum/ProposalRequestProcessor.java, Yes
1, src/java/jmx/org/apache/zookeeper/jmx/server/quorum/ServerBean.java, Yes
1, docs/skin/note.txt, Yes
1, src/java/main/org/apache/zookeeper/server/upgrade/UpgradeSnapShot.java, Yes
1, zookeeper/bin/zkCli.sh, No
1, zookeeper/java/src/com/yahoo/jute/RecordWriter.java, No
1, zookeeper/test/com/yahoo/zookeeper/test/RecoveryTest.java, No
1, docs/skin/breadcrumbs.js, Yes
1, src/java/main/org/apache/zookeeper/server/persistence/FileTxnLog.java, Yes
1, zookeeper/java/jmx/com/yahoo/zookeeper/server/util/ZooKeeperObserverManager.java, No
1, zookeeper/test/com/yahoo/zookeeper/test/GenerateLoad.java, No
1, docs/zookeeperProgrammers.pdf, Yes
1, src/java/jmx/org/apache/zookeeper/server/quorum/ObservableFollower.java, Yes
1, src/java/jmx/org/apache/zookeeper/jmx/server/ZooKeeperServerMXBean.java, Yes
1, zookeeper/test/com/yahoo/zookeeper/test/DataTreeTest.java, No
1, zookeeper/java/src/com/yahoo/jute/compiler/CGenerator.java, No
1, src/java/main/org/apache/zookeeper/server/persistence/FileTxnSnapLog.java, Yes
1, src/c/tests/ThreadingUtil.cc, Yes
1, zookeeper/java/src/com/yahoo/zookeeper/server/ByteBufferInputStream.java, No
1, src/c/tests/MocksBase.h, Yes
1, zookeeper/test/com/yahoo/zookeeper/test/CTest.java, No
1, docs/zookeeperOver.html, Yes
1, src/contrib/zkfuse/src/log.cc, Yes
1, docs/zookeeperStarted.pdf, Yes
1, zookeeper/java/jmx/com/yahoo/zookeeper/jmx/MBeanRegistry.java, No
1, src/java/main/org/apache/jute/compiler/generated/ParseException.java, Yes
1, zookeeper/java/jmx/com/yahoo/zookeeper/jmx/server/quorum/ServerBean.java, No
1, zookeeper/java/src/com/yahoo/zookeeper/server/auth/IPAuthenticationProvider.java, No
1, zookeeper/conf/zoo_sample.cfg, No
1, src/java/test/org/apache/zookeeper/test/CreateModeTest.java, Yes
1, src/java/test/org/apache/zookeeper/server/DataTreeUnitTest.java, Yes
1, src/c/src/cli.c, Yes
1, src/c/tests/zkServer.sh, Yes
1, src/java/jmx/org/apache/zookeeper/server/ManagedZooKeeperServer.java, Yes
1, src/c/tests/CppAssertHelper.h, Yes
1, zookeeper/c/acinclude.m4, No
1, src/java/test/org/apache/zookeeper/test/QuorumTest.java, Yes
1, src/docs/src/documentation/content/xdocs/zookeeperAdmin.xml, Yes
1, src/java/jmx/org/apache/zookeeper/jmx/CommonNames.java, Yes
1, zookeeper/java/jmx/com/yahoo/zookeeper/jmx/ZKMBeanInfo.java, No
1, src/java/main/org/apache/jute/compiler/JInt.java, Yes
1, src/java/main/org/apache/zookeeper/AsyncCallback.java, Yes
1, zookeeper/java/src/com/yahoo/zookeeper/server/quorum/LeaderZooKeeperServer.java, No
1, src/java/test/config/findbugsExcludeFile.xml, Yes
1, src/java/main/org/apache/zookeeper/server/persistence/FileSnap.java, Yes
1, zookeeper/java/src/com/yahoo/zookeeper/server/ZooTrace.java, No
1, src/java/main/org/apache/jute/InputArchive.java, Yes
1, src/java/main/org/apache/jute/OutputArchive.java, Yes
1, src/c/tests/TestDriver.cc, Yes
1, zookeeper/c/tests/LibCMocks.cc, No
1, zookeeper/java/ChangeLog, No
1, zookeeper/java/src/com/yahoo/jute/compiler/generated/Rcc.java, No
1, src/java/test/org/apache/zookeeper/test/StatTest.java, Yes
1, src/java/main/org/apache/jute/compiler/JVector.java, Yes
1, src/java/test/org/apache/zookeeper/test/WatchedEventTest.java, Yes
1, src/java/jmx/org/apache/zookeeper/server/util/ObservableComponent.java, Yes
1, src/java/main/org/apache/zookeeper/server/upgrade/UpgradeMain.java, Yes
1, zookeeper/java/jmx/com/yahoo/zookeeper/server/util/QuorumPeerObserver.java, No
1, docs/images/zookeeper_small.gif, Yes
1, src/java/jmx/org/apache/zookeeper/jmx/ZKMBeanInfo.java, Yes
1, zookeeper/java/jmx/com/yahoo/zookeeper/server/ManagedZooKeeperServer.java, No
1, zookeeper/java/src/com/yahoo/jute/package.html, No
1, src/c/include/zookeeper.h, Yes
1, docs/skin/breadcrumbs-optimized.js, Yes
1, zookeeper/java/lib/svnant/SVNCLIENTADAPTER-LICENSE, No
1, zookeeper/java/src/com/yahoo/jute/compiler/generated/RccTokenManager.java, No
1, zookeeper/c/tests/TestDriver.cc, No
1, zookeeper/c/INSTALL, No
1, src/java/main/org/apache/jute/compiler/JFloat.java, Yes
